Producto,País,Ciudad,Cantidad_total_sacos,Devolución,Moneda,Pedido_ID,Fecha_Pedido,Cliente,Línea_Producto,Venta_Total,Canal_Venta,Costo_Envío,Ruta,Transportista,Devoluciones,Satisfacción_Cliente,Distribuidora,Contacto_Comercial,Tipo_Cliente,Incoterm,Medio_Transporte,Nro_Contenedor,Puerto_Salida
Harina panadera especial Doña Angélica (50 kg),EEUU,Los Ángeles,386,No,USD,10417,2024-05-13,Andes Bakery LA,Panadera,9218.16,Tienda física,289.74,Ruta Sur,UPS,1,3,Logística Norte SAC,Diego Chávez,Exportación,CIF,Marítimo,CONT-676405,Callao
Harina panadera especial Doña Angélica (10 kg) (50 kg),Colombia,Cali,374,No,USD,10105,2024-02-11,Distribuidora Caribe,Panadera,7208.0,Online,22.88,Ruta Centro,DHL,0,2,Logística Integral Perú,Patricia Salazar,Exportación,DAP,Marítimo,CONT-884088,Callao
Harina panadera especial Doña Angélica (10 kg) (50 kg),Colombia,Medellín,270,No,USD,10119,2024-04-28,Pastelería Antioqueña,Panadera,5004.8,Tienda física,220.49,Ruta Norte,UPS,2,5,Logística Norte SAC,Juan Pérez,Exportación,DAP,Aéreo,CONT-687263,Matarani
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Arequipa,331,No,PEN,10129,2024-06-12,Panificadora Andina,Panadera,4398.24,Online,217.75,Ruta Sur,FedEx,1,2,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Arequipa,274,Sí,PEN,10143,2024-08-10,Supermercado Túpac Amaru,Panadera,5597.76,Distribuidor,194.35,Ruta Norte,UPS,2,2,TransHarinas SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Arequipa,323,No,PEN,10155,2024-10-06,Supermercado Mi Perú,Panadera,4526.08,Tienda física,297.23,Ruta Norte,UPS,4,5,Logística Integral Perú,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Trujillo,292,No,PEN,10167,2024-10-23,Bodega San Martín,Panadera,5924.16,Distribuidor,107.33,Ruta Sur,FedEx,2,2,Logística Integral Perú,Ana Rojas,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Chiclayo,278,No,PEN,10178,2024-11-08,Bodega Los Olivos,Panadera,3492.48,Online,115.19,Ruta Sur,FedEx,3,5,Distribuciones Santa Clara,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Chile,Valparaíso,355,No,USD,10186,2024-11-14,Pastelería Don Pedro,Panadera,3854.24,Tienda física,42.1,Ruta Sur,FedEx,2,4,Logística Norte SAC,Miguel Sánchez,Exportación,FOB,Marítimo,CONT-700103,Paita
Harina panadera especial Doña Angélica (10 kg) (50 kg),Cuba,La Habana,236,No,USD,10197,2024-11-26,Panadería El Malecón,Panadera,5324.4,Online,143.98,Ruta Centro,FedEx,1,3,Distribuidora Andina Sur,Rosa Fernández,Exportación,CIF,Marítimo,CONT-492854,Paita
Harina panadera especial Doña Angélica (10 kg) (50 kg),EEUU,Los Ángeles,381,No,USD,10209,2024-01-09,Pantry Houston LLC,Panadera,5197.92,Distribuidor,93.09,Ruta Centro,FedEx,2,2,TransHarinas SAC,Rosa Fernández,Exportación,FOB,Marítimo,CONT-392360,Matarani
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Piura,308,No,PEN,10222,2024-02-19,Pastelería Dulce Hogar,Panadera,5997.6,Online,116.15,Ruta Norte,FedEx,2,5,Distribuciones Santa Clara,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Cusco,400,No,PEN,10248,2024-05-07,Panadería Doña Rosa,Panadera,2910.4,Tienda física,253.68,Ruta Sur,DHL,3,1,Distribuidora Andina Sur,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),EEUU,Miami,269,No,USD,10261,2024-06-17,Pantry Houston LLC,Panadera,3378.24,Tienda física,281.94,Ruta Norte,UPS,3,2,Harinas Express,Rosa Fernández,Exportación,FOB,Aéreo,CONT-759787,Paita
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Chiclayo,205,No,PEN,10273,2024-07-21,Panadería Doña Rosa,Panadera,3508.8,Distribuidor,72.01,Ruta Norte,UPS,0,2,TransHarinas SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Arequipa,205,No,PEN,10283,2024-08-20,Minimarket Don Lucho,Panadera,2992.0,Online,124.3,Ruta Norte,FedEx,1,5,TransHarinas SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Lima,306,No,PEN,10295,2024-09-10,Panadería El Trigal,Panadera,3427.2,Tienda física,280.02,Ruta Norte,FedEx,0,1,Distribuciones Santa Clara,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Trujillo,352,No,PEN,10307,2024-10-14,Bodega Santa Rosa,Panadera,2692.8,Distribuidor,37.31,Ruta Norte,DHL,3,1,Logística Norte SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Guatemala,Quetzaltenango,375,No,USD,10316,2024-11-01,Supermercado Quetzal,Panadera,4128.96,Tienda física,45.86,Ruta Sur,DHL,2,4,TransHarinas SAC,Ana Rojas,Exportación,CIF,Aéreo,CONT-488974,Callao
Harina panadera especial Doña Angélica (10 kg) (50 kg),Panamá,Colón,324,No,USD,10325,2024-11-05,Canal Market,Panadera,3051.71,Tienda física,65.58,Ruta Centro,FedEx,3,2,Harinas Express,Miguel Sánchez,Exportación,DAP,Aéreo,CONT-471203,Callao
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Piura,389,No,PEN,10337,2024-11-21,Bodega San Martín,Panadera,1201.25,Online,186.66,Ruta Sur,DHL,4,3,Logística Norte SAC,María Torres,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Arequipa,265,No,PEN,10350,2024-12-02,Panadería El Trigal,Panadera,1962.22,Tienda física,62.13,Ruta Sur,DHL,2,2,Distribuidora Andina Sur,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Guatemala,Ciudad de Guatemala,309,No,USD,10359,2024-12-15,Supermercado Quetzal,Panadera,2624.64,Online,291.06,Ruta Sur,FedEx,0,3,Logística Integral Perú,Carlos Huamán,Exportación,DAP,Marítimo,CONT-678529,Paita
Harina panadera especial Doña Angélica (10 kg) (50 kg),Colombia,Cali,349,Sí,USD,10373,2024-01-31,Panadería La Candelaria,Panadera,4046.25,Tienda física,145.08,Ruta Centro,FedEx,2,3,Logística Norte SAC,Patricia Salazar,Exportación,DAP,Marítimo,CONT-609961,Matarani
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Arequipa,315,No,PEN,10384,2024-02-23,Pastelería La Estrella,Panadera,4846.7,Distribuidor,160.43,Ruta Centro,FedEx,4,5,Harinas Express,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),Perú,Trujillo,212,No,PEN,10395,2024-03-17,Supermercado Túpac Amaru,Panadera,3370.56,Tienda física,89.06,Ruta Centro,FedEx,3,2,TransHarinas SAC,María Torres,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (10 kg) (50 kg),El Salvador,Santa Ana,375,No,USD,10400,2024-04-01,Mercado Centro,Panadera,9661.44,Online,151.87,Ruta Sur,UPS,1,5,Logística Integral Perú,Lucía Ramírez,Exportación,CIF,Aéreo,CONT-604383,Paita
Harina panadera especial Doña Angélica (10 kg) (50 kg),Chile,Valparaíso,380,No,USD,10414,2024-05-06,Supermercado Mapocho,Panadera,2764.88,Online,205.34,Ruta Centro,UPS,1,4,Distribuciones Santa Clara,Juan Pérez,Exportación,FOB,Marítimo,CONT-682972,Matarani
Harina panadera especial GN (50 kg),Perú,Arequipa,397,No,PEN,10103,2024-01-29,Panificadora Andina,Panadera,5398.26,Distribuidor,230.33,Ruta Norte,FedEx,1,3,Logística Norte SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Cusco,365,No,PEN,10114,2024-04-01,Panadería Doña Rosa,Panadera,4305.28,Tienda física,231.08,Ruta Centro,DHL,3,1,TransHarinas SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Colombia,Cali,276,No,USD,10126,2024-05-28,Distribuidora Caribe,Panadera,3347.74,Tienda física,181.81,Ruta Sur,FedEx,1,3,Logística Integral Perú,Miguel Sánchez,Exportación,CIF,Aéreo,CONT-192471,Callao
Harina panadera especial GN (50 kg),Venezuela,Valencia,277,No,USD,10140,2024-07-24,Panadería El Ávila,Panadera,3188.12,Distribuidor,273.22,Ruta Sur,UPS,4,4,Distribuciones Santa Clara,Carlos Huamán,Exportación,CIF,Marítimo,CONT-211903,Paita
Harina panadera especial GN (50 kg),Perú,Trujillo,400,No,PEN,10150,2024-09-19,Bodega Los Olivos,Panadera,3191.2,Tienda física,248.87,Ruta Norte,DHL,3,3,Logística Integral Perú,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Panamá,Colón,368,No,USD,10164,2024-10-21,Panadería Panamá Viejo,Panadera,3536.82,Tienda física,231.97,Ruta Centro,UPS,1,5,Distribuidora Andina Sur,Rosa Fernández,Exportación,FOB,Aéreo,CONT-803761,Matarani
Harina panadera especial GN (50 kg),EEUU,Miami,340,No,USD,10175,2024-11-06,Andes Bakery LA,Panadera,5362.83,Online,35.57,Ruta Centro,FedEx,0,2,Distribuidora Andina Sur,Rosa Fernández,Exportación,DAP,Marítimo,CONT-826702,Callao
Harina panadera especial GN (50 kg),Perú,Chiclayo,379,No,PEN,10183,2024-11-13,Pastelería El Buen Sabor,Panadera,3433.36,Tienda física,21.93,Ruta Norte,UPS,3,1,Logística Integral Perú,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Chiclayo,282,No,PEN,10194,2024-11-25,Panadería El Trigal,Panadera,4263.74,Tienda física,79.49,Ruta Sur,UPS,3,5,TransHarinas SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Piura,205,No,PEN,10207,2024-12-09,Supermercado Túpac Amaru,Panadera,4076.19,Distribuidor,205.79,Ruta Sur,UPS,2,2,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Arequipa,322,No,PEN,10217,2024-02-04,Panadería El Trigal,Panadera,7020.48,Distribuidor,135.14,Ruta Centro,DHL,1,1,TransHarinas SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Venezuela,Caracas,312,No,USD,10229,2024-03-11,Panadería El Ávila,Panadera,6426.5,Online,132.67,Ruta Centro,UPS,0,4,Harinas Express,María Torres,Exportación,FOB,Marítimo,CONT-523001,Matarani
Harina panadera especial GN (50 kg),Perú,Trujillo,327,Sí,PEN,10245,2024-05-04,Pastelería El Buen Sabor,Panadera,4591.72,Tienda física,267.68,Ruta Centro,DHL,4,3,Distribuidora Andina Sur,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Chiclayo,294,No,PEN,10259,2024-06-15,Panificadora InkaPan,Panadera,4033.38,Tienda física,270.76,Ruta Centro,FedEx,3,1,Logística Integral Perú,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Trujillo,344,No,PEN,10270,2024-07-19,Supermercado Mi Perú,Panadera,4302.08,Tienda física,274.57,Ruta Centro,FedEx,4,4,Harinas Express,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Piura,200,Sí,PEN,10281,2024-08-19,Bodega San Martín,Panadera,7020.64,Online,107.89,Ruta Sur,UPS,4,2,Logística Norte SAC,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Trujillo,204,No,PEN,10291,2024-09-08,Panadería Doña Rosa,Panadera,3855.9,Online,213.5,Ruta Sur,DHL,4,1,Harinas Express,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Cusco,230,No,PEN,10305,2024-10-13,Pastelería Dulce Hogar,Panadera,6680.78,Distribuidor,96.06,Ruta Sur,FedEx,2,4,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Lima,207,No,PEN,10313,2024-10-22,Bodega San Martín,Panadera,6678.0,Online,73.37,Ruta Sur,DHL,4,2,Distribuciones Santa Clara,Ana Rojas,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Venezuela,Valencia,388,No,USD,10322,2024-11-04,Supermercado Orinoco,Panadera,2851.54,Tienda física,71.7,Ruta Norte,DHL,1,5,Distribuciones Santa Clara,Andrés Quispe,Exportación,DAP,Marítimo,CONT-732759,Callao
Harina panadera especial GN (50 kg),Perú,Piura,400,No,PEN,10334,2024-11-19,Panificadora Andina,Panadera,3188.12,Tienda física,115.79,Ruta Sur,UPS,1,3,Distribuciones Santa Clara,Ana Rojas,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Chiclayo,338,No,PEN,10347,2024-11-29,Pastelería El Buen Sabor,Panadera,4428.0,Online,140.39,Ruta Norte,UPS,0,4,Logística Integral Perú,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Chiclayo,282,No,PEN,10357,2024-12-10,Bodega San Martín,Panadera,5780.92,Tienda física,252.67,Ruta Sur,DHL,0,5,Logística Norte SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Chiclayo,354,No,PEN,10370,2024-01-20,Panificadora InkaPan,Panadera,2297.05,Tienda física,53.57,Ruta Centro,DHL,4,2,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Guatemala,Quetzaltenango,211,No,USD,10381,2024-02-17,Supermercado Quetzal,Panadera,6231.54,Online,225.78,Ruta Centro,UPS,4,1,Distribuidora Andina Sur,Miguel Sánchez,Exportación,FOB,Aéreo,CONT-335083,Paita
Harina panadera especial GN (50 kg),Colombia,Bogotá,380,No,USD,10391,2024-03-09,Distribuidora Caribe,Panadera,1735.3,Online,168.81,Ruta Centro,DHL,2,3,TransHarinas SAC,María Torres,Exportación,FOB,Aéreo,CONT-314453,Paita
Harina panadera especial GN (50 kg),Perú,Cusco,298,No,PEN,10411,2024-05-01,Panadería El Trigal,Panadera,4427.73,Tienda física,100.62,Ruta Norte,UPS,4,2,Logística Norte SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Arequipa,253,No,PEN,10425,2024-05-31,Panadería San José,Panadera,5894.94,Tienda física,157.99,Ruta Sur,DHL,4,4,TransHarinas SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Venezuela,Valencia,354,No,USD,10108,2024-03-03,Supermercado Orinoco,Integral,5265.15,Tienda física,103.98,Ruta Sur,UPS,4,3,Distribuidora Andina Sur,Diego Chávez,Exportación,CIF,Aéreo,CONT-103325,Paita
Harina panadera integral (50 kg),Guatemala,Quetzaltenango,218,No,USD,10122,2024-05-08,Panadería Chapina,Integral,7599.9,Distribuidor,186.9,Ruta Norte,DHL,3,5,Logística Integral Perú,Pedro Castillo,Exportación,DAP,Marítimo,CONT-106884,Callao
Harina panadera integral (50 kg),Perú,Arequipa,282,No,PEN,10135,2024-07-02,Bodega San Martín,Integral,8008.56,Distribuidor,141.48,Ruta Norte,UPS,3,3,TransHarinas SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Colombia,Cali,294,Sí,USD,10147,2024-09-05,Panadería La Candelaria,Integral,9245.76,Distribuidor,66.03,Ruta Norte,DHL,2,5,Distribuciones Santa Clara,Carmen Vásquez,Exportación,DAP,Aéreo,CONT-585366,Paita
Harina panadera integral (50 kg),El Salvador,Santa Ana,388,No,USD,10159,2024-10-10,Mercado Centro,Integral,8296.35,Online,52.64,Ruta Norte,FedEx,2,2,Harinas Express,Ana Rojas,Exportación,CIF,Aéreo,CONT-729136,Callao
Harina panadera integral (50 kg),Chile,Valparaíso,220,No,USD,10169,2024-11-04,Supermercado Mapocho,Integral,5019.9,Distribuidor,173.07,Ruta Norte,FedEx,1,1,Distribuciones Santa Clara,María Torres,Exportación,FOB,Marítimo,CONT-521060,Callao
Harina panadera integral (50 kg),Chile,Concepción,210,No,USD,10181,2024-11-12,Supermercado Mapocho,Integral,5411.07,Online,272.68,Ruta Centro,DHL,2,3,Logística Integral Perú,Carmen Vásquez,Exportación,DAP,Aéreo,CONT-653798,Callao
Harina panadera integral (50 kg),Perú,Chiclayo,378,Sí,PEN,10191,2024-11-20,Pastelería Dulce Hogar,Integral,3840.9,Online,116.31,Ruta Sur,FedEx,1,1,Logística Integral Perú,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Lima,400,No,PEN,10203,2024-12-02,Bodega Santa Rosa,Integral,3930.4,Distribuidor,225.24,Ruta Norte,DHL,4,1,Distribuidora Andina Sur,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Chiclayo,201,No,PEN,10211,2024-01-15,Panadería Doña Rosa,Integral,7498.9,Distribuidor,204.43,Ruta Centro,DHL,2,3,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Arequipa,342,Sí,PEN,10225,2024-02-22,Bodega San Martín,Integral,4517.91,Distribuidor,280.84,Ruta Norte,FedEx,2,3,TransHarinas SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Panamá,Colón,247,No,USD,10238,2024-04-09,Canal Market,Integral,5774.72,Tienda física,249.87,Ruta Centro,DHL,2,1,Harinas Express,Carmen Vásquez,Exportación,FOB,Marítimo,CONT-436312,Matarani
Harina panadera integral (50 kg),Perú,Trujillo,386,No,PEN,10253,2024-06-01,Bodega Los Olivos,Integral,3922.56,Distribuidor,178.65,Ruta Norte,UPS,1,4,Harinas Express,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Panamá,Ciudad de Panamá,231,No,USD,10266,2024-07-06,Panadería Panamá Viejo,Integral,9160.36,Tienda física,203.97,Ruta Sur,DHL,1,4,TransHarinas SAC,Ana Rojas,Exportación,CIF,Marítimo,CONT-758105,Matarani
Harina panadera integral (50 kg),Perú,Trujillo,345,No,PEN,10276,2024-08-02,Panificadora Andina,Integral,9631.0,Online,271.55,Ruta Norte,DHL,0,3,Distribuciones Santa Clara,María Torres,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Arequipa,282,No,PEN,10287,2024-08-30,Minimarket Don Lucho,Integral,3432.24,Tienda física,131.87,Ruta Norte,FedEx,1,1,Distribuidora Andina Sur,Diego Chávez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Piura,229,No,PEN,10300,2024-10-04,Supermercado El Sol,Integral,5521.89,Distribuidor,111.5,Ruta Sur,UPS,1,1,Logística Integral Perú,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Chiclayo,243,No,PEN,10310,2024-10-16,Bodega San Martín,Integral,6934.62,Online,23.03,Ruta Sur,DHL,3,2,Distribuciones Santa Clara,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Lima,201,No,PEN,10320,2024-11-03,Supermercado El Sol,Integral,6876.11,Online,251.43,Ruta Norte,DHL,2,1,Distribuidora Andina Sur,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Arequipa,300,No,PEN,10329,2024-11-15,Panadería Doña Rosa,Integral,2930.27,Online,244.27,Ruta Sur,DHL,1,4,TransHarinas SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Lima,346,No,PEN,10341,2024-11-24,Panificadora Andina,Integral,3584.25,Tienda física,49.25,Ruta Sur,DHL,2,2,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),EEUU,Houston,353,No,USD,10363,2024-01-06,Andes Bakery LA,Integral,2817.87,Distribuidor,181.52,Ruta Centro,DHL,2,4,Distribuciones Santa Clara,María Torres,Exportación,DAP,Marítimo,CONT-130124,Callao
Harina panadera integral (50 kg),Perú,Lima,317,No,PEN,10375,2024-02-03,Supermercado Túpac Amaru,Integral,3420.0,Online,149.91,Ruta Sur,DHL,3,5,Distribuidora Andina Sur,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Piura,233,No,PEN,10389,2024-03-03,Panificadora Andina,Integral,2575.04,Online,53.24,Ruta Sur,UPS,2,3,Distribuciones Santa Clara,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Piura,240,No,PEN,10419,2024-05-17,Pastelería La Estrella,Integral,1961.28,Online,294.56,Ruta Norte,UPS,1,5,Logística Integral Perú,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Trujillo,292,No,PEN,10105,2024-02-11,Panadería El Trigal,Premium,8690.36,Tienda física,80.11,Ruta Norte,DHL,2,3,Logística Integral Perú,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Chiclayo,227,No,PEN,10117,2024-04-16,Pastelería La Estrella,Premium,6034.38,Tienda física,38.83,Ruta Centro,DHL,0,4,Logística Norte SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Cuba,La Habana,309,No,USD,10127,2024-06-03,Bodega Habana Centro,Premium,11279.2,Distribuidor,186.56,Ruta Norte,FedEx,0,4,Distribuidora Andina Sur,María Torres,Exportación,DAP,Aéreo,CONT-898275,Callao
Harina panadera premium (50 kg),Guatemala,Quetzaltenango,242,No,USD,10142,2024-08-08,Panadería Chapina,Premium,8023.29,Tienda física,226.88,Ruta Sur,UPS,3,5,Distribuidora Andina Sur,Lucía Ramírez,Exportación,DAP,Aéreo,CONT-321623,Matarani
Harina panadera premium (50 kg),Perú,Chiclayo,400,Sí,PEN,10153,2024-09-28,Pastelería La Estrella,Premium,4904.0,Online,29.08,Ruta Sur,UPS,1,3,Distribuciones Santa Clara,Diego Chávez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Cusco,217,No,PEN,10165,2024-10-22,Supermercado Mi Perú,Premium,8594.52,Distribuidor,204.44,Ruta Sur,DHL,3,3,TransHarinas SAC,Diego Chávez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Lima,249,No,PEN,10176,2024-11-06,Supermercado El Sol,Premium,7474.5,Online,169.04,Ruta Norte,UPS,0,2,Distribuciones Santa Clara,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,337,No,PEN,10185,2024-11-14,Pastelería El Buen Sabor,Premium,3883.74,Online,48.91,Ruta Sur,UPS,1,1,Distribuciones Santa Clara,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Lima,234,No,PEN,10196,2024-11-26,Pastelería Dulce Hogar,Premium,8887.7,Tienda física,68.31,Ruta Sur,FedEx,2,2,Distribuciones Santa Clara,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,386,No,PEN,10208,2024-01-02,Pastelería Dulce Hogar,Premium,8602.92,Distribuidor,179.03,Ruta Centro,FedEx,1,4,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Venezuela,Caracas,309,No,USD,10220,2024-02-12,Supermercado Orinoco,Premium,7181.44,Tienda física,102.98,Ruta Centro,UPS,4,5,Harinas Express,Carlos Huamán,Exportación,CIF,Aéreo,CONT-186594,Callao
Harina panadera premium (50 kg),Perú,Cusco,273,No,PEN,10231,2024-03-19,Pastelería Dulce Hogar,Premium,8378.58,Tienda física,282.73,Ruta Centro,UPS,1,3,Distribuidora Andina Sur,Ana Rojas,Nacional,,Terrestre,,
Harina panadera premium (50 kg),EEUU,Houston,241,No,USD,10247,2024-05-05,Latin Market Miami,Premium,10606.2,Distribuidor,249.25,Ruta Norte,UPS,2,2,Distribuidora Andina Sur,Diego Chávez,Exportación,CIF,Aéreo,CONT-542889,Matarani
